,date,equipment,city,ca,weekday,is_weekend,bool_school_holiday_A,bool_school_holiday_B,bool_school_holiday_C,is_bankholiday,distance_between_closest_bank_holiday,ca_last_year_same_weekday
65,2017-03-07,ordinateur,Paris,6987.435824957688,Tuesday,False,False,False,False,False,41,
66,2017-03-08,ordinateur,Paris,9031.683201442054,Wednesday,False,False,False,False,False,40,6161.804405573877
67,2017-03-09,ordinateur,Paris,10189.006060783542,Thursday,False,False,False,False,False,39,7690.408927616477
68,2017-03-10,ordinateur,Paris,14669.696998207424,Friday,False,False,False,False,False,38,8374.465333528178
69,2017-03-11,ordinateur,Paris,7624.756333314723,Saturday,True,False,False,False,False,37,7755.833842456994
70,2017-03-12,ordinateur,Paris,10411.681325293675,Sunday,True,False,False,False,False,36,9332.185662533411
71,2017-03-13,ordinateur,Paris,7509.680991500865,Monday,False,False,False,False,False,35,4963.45389153314
72,2017-03-14,ordinateur,Paris,7357.492801364411,Tuesday,False,False,False,False,False,34,6987.435824957688
73,2017-03-15,ordinateur,Paris,12330.675339723928,Wednesday,False,False,False,False,False,33,9031.683201442054
74,2017-03-16,ordinateur,Paris,10381.126914261578,Thursday,False,False,False,False,False,32,10189.006060783542
75,2017-03-17,ordinateur,Paris,9205.610472414131,Friday,False,False,False,False,False,31,14669.696998207424
76,2017-03-18,ordinateur,Paris,8161.37859916961,Saturday,True,False,False,False,False,30,7624.756333314723
77,2017-03-19,ordinateur,Paris,6982.169969036886,Sunday,True,False,False,False,False,29,10411.681325293675
78,2017-03-20,ordinateur,Paris,10811.282402033532,Monday,False,False,False,False,False,28,7509.680991500865
79,2017-03-21,ordinateur,Paris,10495.300669104518,Tuesday,False,False,False,False,False,27,7357.492801364411
80,2017-03-22,ordinateur,Paris,7744.188263090346,Wednesday,False,False,False,False,False,26,12330.675339723928
81,2017-03-23,ordinateur,Paris,6382.162614322786,Thursday,False,False,False,False,False,25,10381.126914261578
82,2017-03-24,ordinateur,Paris,13499.192920611924,Friday,False,False,False,False,False,24,9205.610472414131
83,2017-03-25,ordinateur,Paris,7175.272793881941,Saturday,True,False,False,False,False,23,8161.37859916961
84,2017-03-26,ordinateur,Paris,4941.448347681566,Sunday,True,False,False,False,False,22,6982.169969036886
85,2017-03-27,ordinateur,Paris,7870.661935448153,Monday,False,False,False,False,False,21,10811.282402033532
86,2017-03-28,ordinateur,Paris,6341.313754918955,Tuesday,False,False,False,False,False,20,10495.300669104518
87,2017-03-29,ordinateur,Paris,12455.621496355,Wednesday,False,False,False,False,False,19,7744.188263090346
88,2017-03-30,ordinateur,Paris,6753.8459562891085,Thursday,False,False,False,False,False,18,6382.162614322786
89,2017-03-31,ordinateur,Paris,9594.727796237841,Friday,False,False,False,False,False,17,13499.192920611924
90,2017-04-01,ordinateur,Paris,10416.440963853558,Saturday,True,False,False,True,False,16,
91,2017-04-02,ordinateur,Paris,8122.345205389209,Sunday,True,False,False,True,False,15,
92,2017-04-03,ordinateur,Paris,7426.5606971807865,Monday,False,False,False,True,False,14,
93,2017-04-04,ordinateur,Paris,9882.555853291338,Tuesday,False,False,False,True,False,13,
94,2017-04-05,ordinateur,Paris,15303.449607296805,Wednesday,False,False,False,True,False,12,
95,2017-04-06,ordinateur,Paris,5836.327295128777,Thursday,False,False,False,True,False,11,
96,2017-04-07,ordinateur,Paris,6429.387327011837,Friday,False,False,False,True,False,10,
97,2017-04-08,ordinateur,Paris,6191.075264086289,Saturday,True,False,True,True,False,9,10416.440963853558
98,2017-04-09,ordinateur,Paris,14439.60220753671,Sunday,True,False,True,True,False,8,8122.345205389209
99,2017-04-10,ordinateur,Paris,7288.250504572047,Monday,False,False,True,True,False,7,7426.5606971807865
100,2017-04-11,ordinateur,Paris,10807.647575363166,Tuesday,False,False,True,True,False,6,9882.555853291338
101,2017-04-12,ordinateur,Paris,9697.648988522864,Wednesday,False,False,True,True,False,5,15303.449607296805
102,2017-04-13,ordinateur,Paris,9016.691220288323,Thursday,False,False,True,True,False,4,5836.327295128777
103,2017-04-14,ordinateur,Paris,5681.624721896068,Friday,False,False,True,True,False,3,6429.387327011837
104,2017-04-15,ordinateur,Paris,6740.695507181488,Saturday,True,True,True,True,False,2,6191.075264086289
105,2017-04-16,ordinateur,Paris,9927.363599234162,Sunday,True,True,True,True,False,1,14439.60220753671
106,2017-04-17,ordinateur,Paris,9524.724193926757,Monday,False,True,True,True,True,0,7288.250504572047
107,2017-04-18,ordinateur,Paris,5949.7175945151,Tuesday,False,True,True,False,False,13,10807.647575363166
108,2017-04-19,ordinateur,Paris,6796.087409306371,Wednesday,False,True,True,False,False,12,9697.648988522864
109,2017-04-20,ordinateur,Paris,6732.793997818243,Thursday,False,True,True,False,False,11,9016.691220288323
110,2017-04-21,ordinateur,Paris,9804.976317161902,Friday,False,True,True,False,False,10,5681.624721896068
111,2017-04-22,ordinateur,Paris,8540.683259625474,Saturday,True,True,True,False,False,9,6740.695507181488
112,2017-04-23,ordinateur,Paris,8091.378058549792,Sunday,True,True,True,False,False,8,9927.363599234162
113,2017-04-24,ordinateur,Paris,4721.393188285195,Monday,False,True,False,False,False,7,9524.724193926757
114,2017-04-25,ordinateur,Paris,8197.219541928747,Tuesday,False,True,False,False,False,6,5949.7175945151
115,2017-04-26,ordinateur,Paris,9993.66345978319,Wednesday,False,True,False,False,False,5,6796.087409306371
116,2017-04-27,ordinateur,Paris,10339.06089649218,Thursday,False,True,False,False,False,4,6732.793997818243
117,2017-04-28,ordinateur,Paris,7249.310977893455,Friday,False,True,False,False,False,3,9804.976317161902
118,2017-04-29,ordinateur,Paris,7919.658261853132,Saturday,True,True,False,False,False,2,8540.683259625474
119,2017-04-30,ordinateur,Paris,8109.337469142589,Sunday,True,True,False,False,False,1,8091.378058549792
120,2017-05-01,ordinateur,Paris,12772.581700330169,Monday,False,True,False,False,True,0,
121,2017-05-02,ordinateur,Paris,6914.738974419141,Tuesday,False,False,False,False,False,6,
122,2017-05-03,ordinateur,Paris,8140.388528833628,Wednesday,False,False,False,False,False,5,
123,2017-05-04,ordinateur,Paris,12729.744888895388,Thursday,False,False,False,False,False,4,
124,2017-05-05,ordinateur,Paris,6314.817698536487,Friday,False,False,False,False,False,3,
125,2017-05-06,ordinateur,Paris,10965.492134482754,Saturday,True,False,False,False,False,2,
126,2017-05-07,ordinateur,Paris,7808.102796128176,Sunday,True,False,False,False,False,1,
127,2017-05-08,ordinateur,Paris,10704.291791132197,Monday,False,False,False,False,True,0,12772.581700330169
128,2017-05-09,ordinateur,Paris,11730.158265077707,Tuesday,False,False,False,False,False,16,6914.738974419141
129,2017-05-10,ordinateur,Paris,13488.196973400412,Wednesday,False,False,False,False,False,15,8140.388528833628
130,2017-05-11,ordinateur,Paris,8589.81250451575,Thursday,False,False,False,False,False,14,12729.744888895388
131,2017-05-12,ordinateur,Paris,5072.061875223671,Friday,False,False,False,False,False,13,6314.817698536487
132,2017-05-13,ordinateur,Paris,7720.522547367553,Saturday,True,False,False,False,False,12,10965.492134482754
133,2017-05-14,ordinateur,Paris,9801.126434085822,Sunday,True,False,False,False,False,11,7808.102796128176
134,2017-05-15,ordinateur,Paris,8502.422696362333,Monday,False,False,False,False,False,10,10704.291791132197
135,2017-05-16,ordinateur,Paris,7907.57987840282,Tuesday,False,False,False,False,False,9,11730.158265077707
136,2017-05-17,ordinateur,Paris,7865.866506004638,Wednesday,False,False,False,False,False,8,13488.196973400412
137,2017-05-18,ordinateur,Paris,5852.771358568779,Thursday,False,False,False,False,False,7,8589.81250451575
138,2017-05-19,ordinateur,Paris,9465.415466290755,Friday,False,False,False,False,False,6,5072.061875223671
139,2017-05-20,ordinateur,Paris,5897.276226146561,Saturday,True,False,False,False,False,5,7720.522547367553
140,2017-05-21,ordinateur,Paris,9722.161323175704,Sunday,True,False,False,False,False,4,9801.126434085822
141,2017-05-22,ordinateur,Paris,10551.717277187468,Monday,False,False,False,False,False,3,8502.422696362333
142,2017-05-23,ordinateur,Paris,9318.21039543146,Tuesday,False,False,False,False,False,2,7907.57987840282
143,2017-05-24,ordinateur,Paris,10402.719311470104,Wednesday,False,False,False,False,False,1,7865.866506004638
144,2017-05-25,ordinateur,Paris,9512.337836934996,Thursday,False,False,False,False,True,0,5852.771358568779
145,2017-05-26,ordinateur,Paris,6284.565887421355,Friday,False,False,False,False,False,10,9465.415466290755
146,2017-05-27,ordinateur,Paris,7213.286420582557,Saturday,True,False,False,False,False,9,5897.276226146561
147,2017-05-28,ordinateur,Paris,7635.018140686665,Sunday,True,False,False,False,False,8,9722.161323175704
148,2017-05-29,ordinateur,Paris,11291.0554071222,Monday,False,False,False,False,False,7,10551.717277187468
149,2017-05-30,ordinateur,Paris,13522.577108038877,Tuesday,False,False,False,False,False,6,9318.21039543146
150,2017-05-31,ordinateur,Paris,12060.070336932158,Wednesday,False,False,False,False,False,5,10402.719311470104
151,2017-06-01,ordinateur,Paris,6141.612464450219,Thursday,False,False,False,False,False,4,
152,2017-06-02,ordinateur,Paris,9580.366850894796,Friday,False,False,False,False,False,3,
153,2017-06-03,ordinateur,Paris,7521.295482362401,Saturday,True,False,False,False,False,2,
154,2017-06-04,ordinateur,Paris,6900.311713772868,Sunday,True,False,False,False,False,1,
155,2017-06-05,ordinateur,Paris,14038.728528161582,Monday,False,False,False,False,True,0,
156,2017-06-06,ordinateur,Paris,9035.42310254364,Tuesday,False,False,False,False,False,38,
157,2017-06-07,ordinateur,Paris,7707.577016179847,Wednesday,False,False,False,False,False,37,
158,2017-06-08,ordinateur,Paris,14072.901824139552,Thursday,False,False,False,False,False,36,6141.612464450219
159,2017-06-09,ordinateur,Paris,11260.498441492075,Friday,False,False,False,False,False,35,9580.366850894796
160,2017-06-10,ordinateur,Paris,12867.620211676924,Saturday,True,False,False,False,False,34,7521.295482362401
161,2017-06-11,ordinateur,Paris,8048.920698772848,Sunday,True,False,False,False,False,33,6900.311713772868
162,2017-06-12,ordinateur,Paris,4992.824855234622,Monday,False,False,False,False,False,32,14038.728528161582
163,2017-06-13,ordinateur,Paris,12614.514847369554,Tuesday,False,False,False,False,False,31,9035.42310254364
164,2017-06-14,ordinateur,Paris,12049.529350443294,Wednesday,False,False,False,False,False,30,7707.577016179847
165,2017-06-15,ordinateur,Paris,7236.666481976093,Thursday,False,False,False,False,False,29,14072.901824139552
166,2017-06-16,ordinateur,Paris,7404.225043672242,Friday,False,False,False,False,False,28,11260.498441492075
167,2017-06-17,ordinateur,Paris,6619.502701574326,Saturday,True,False,False,False,False,27,12867.620211676924
168,2017-06-18,ordinateur,Paris,8407.68405216044,Sunday,True,False,False,False,False,26,8048.920698772848
169,2017-06-19,ordinateur,Paris,9684.302590834026,Monday,False,False,False,False,False,25,4992.824855234622
170,2017-06-20,ordinateur,Paris,7951.118452712157,Tuesday,False,False,False,False,False,24,12614.514847369554
171,2017-06-21,ordinateur,Paris,8810.713822964082,Wednesday,False,False,False,False,False,23,12049.529350443294
172,2017-06-22,ordinateur,Paris,8770.536305639445,Thursday,False,False,False,False,False,22,7236.666481976093
173,2017-06-23,ordinateur,Paris,7769.751715126664,Friday,False,False,False,False,False,21,7404.225043672242
174,2017-06-24,ordinateur,Paris,4508.859959050717,Saturday,True,False,False,False,False,20,6619.502701574326
175,2017-06-25,ordinateur,Paris,7709.937908091148,Sunday,True,False,False,False,False,19,8407.68405216044
176,2017-06-26,ordinateur,Paris,10219.322482854135,Monday,False,False,False,False,False,18,9684.302590834026
177,2017-06-27,ordinateur,Paris,11380.433716531434,Tuesday,False,False,False,False,False,17,7951.118452712157
178,2017-06-28,ordinateur,Paris,8782.587933321318,Wednesday,False,False,False,False,False,16,8810.713822964082
179,2017-06-29,ordinateur,Paris,11236.251944147654,Thursday,False,False,False,False,False,15,8770.536305639445
180,2017-06-30,ordinateur,Paris,10578.265761694389,Friday,False,False,False,False,False,14,7769.751715126664
181,2017-07-01,ordinateur,Paris,7608.586154935874,Saturday,True,False,False,False,False,13,
182,2017-07-02,ordinateur,Paris,10421.597254123244,Sunday,True,False,False,False,False,12,
183,2017-07-03,ordinateur,Paris,9427.900842118916,Monday,False,False,False,False,False,11,
184,2017-07-04,ordinateur,Paris,5173.650913385301,Tuesday,False,False,False,False,False,10,
185,2017-07-05,ordinateur,Paris,7547.506542913034,Wednesday,False,False,False,False,False,9,
186,2017-07-06,ordinateur,Paris,10963.501972390835,Thursday,False,False,False,False,False,8,
187,2017-07-07,ordinateur,Paris,11176.854936994334,Friday,False,False,False,False,False,7,
188,2017-07-08,ordinateur,Paris,8757.32777875348,Saturday,True,True,True,True,False,6,7608.586154935874
189,2017-07-09,ordinateur,Paris,13244.679953254035,Sunday,True,True,True,True,False,5,10421.597254123244
190,2017-07-10,ordinateur,Paris,9670.137503979811,Monday,False,True,True,True,False,4,9427.900842118916
191,2017-07-11,ordinateur,Paris,15115.709459235624,Tuesday,False,True,True,True,False,3,5173.650913385301
192,2017-07-12,ordinateur,Paris,13851.312707858735,Wednesday,False,True,True,True,False,2,7547.506542913034
193,2017-07-13,ordinateur,Paris,10738.462553466752,Thursday,False,True,True,True,False,1,10963.501972390835
194,2017-07-14,ordinateur,Paris,12886.349396840811,Friday,False,True,True,True,True,0,11176.854936994334
195,2017-07-15,ordinateur,Paris,5175.951464993314,Saturday,True,True,True,True,False,31,8757.32777875348
196,2017-07-16,ordinateur,Paris,8044.595602664446,Sunday,True,True,True,True,False,30,13244.679953254035
197,2017-07-17,ordinateur,Paris,7670.213511478714,Monday,False,True,True,True,False,29,9670.137503979811
198,2017-07-18,ordinateur,Paris,8000.3909691980825,Tuesday,False,True,True,True,False,28,15115.709459235624
199,2017-07-19,ordinateur,Paris,8603.337245659754,Wednesday,False,True,True,True,False,27,13851.312707858735
200,2017-07-20,ordinateur,Paris,8906.735386046224,Thursday,False,True,True,True,False,26,10738.462553466752
201,2017-07-21,ordinateur,Paris,11585.985871032031,Friday,False,True,True,True,False,25,12886.349396840811
202,2017-07-22,ordinateur,Paris,8255.162885161533,Saturday,True,True,True,True,False,24,5175.951464993314
203,2017-07-23,ordinateur,Paris,5668.0764751290535,Sunday,True,True,True,True,False,23,8044.595602664446
204,2017-07-24,ordinateur,Paris,10067.68236414104,Monday,False,True,True,True,False,22,7670.213511478714
205,2017-07-25,ordinateur,Paris,9937.717683215373,Tuesday,False,True,True,True,False,21,8000.3909691980825
206,2017-07-26,ordinateur,Paris,7110.000328878818,Wednesday,False,True,True,True,False,20,8603.337245659754
207,2017-07-27,ordinateur,Paris,4944.6164858764805,Thursday,False,True,True,True,False,19,8906.735386046224
208,2017-07-28,ordinateur,Paris,11899.045835238965,Friday,False,True,True,True,False,18,11585.985871032031
209,2017-07-29,ordinateur,Paris,5794.835693614302,Saturday,True,True,True,True,False,17,8255.162885161533
210,2017-07-30,ordinateur,Paris,10356.66199704592,Sunday,True,True,True,True,False,16,5668.0764751290535
211,2017-07-31,ordinateur,Paris,8060.739352502319,Monday,False,True,True,True,False,15,10067.68236414104
212,2017-08-01,ordinateur,Paris,10309.199560603302,Tuesday,False,True,True,True,False,14,
213,2017-08-02,ordinateur,Paris,8585.156944209039,Wednesday,False,True,True,True,False,13,
214,2017-08-03,ordinateur,Paris,5057.613115654273,Thursday,False,True,True,True,False,12,
215,2017-08-04,ordinateur,Paris,10517.69936665883,Friday,False,True,True,True,False,11,
216,2017-08-05,ordinateur,Paris,6403.309677887699,Saturday,True,True,True,True,False,10,
217,2017-08-06,ordinateur,Paris,8461.647228079823,Sunday,True,True,True,True,False,9,
218,2017-08-07,ordinateur,Paris,9896.496480936321,Monday,False,True,True,True,False,8,
219,2017-08-08,ordinateur,Paris,9726.331701136984,Tuesday,False,True,True,True,False,7,10309.199560603302
220,2017-08-09,ordinateur,Paris,8080.20373732435,Wednesday,False,True,True,True,False,6,8585.156944209039
221,2017-08-10,ordinateur,Paris,8524.312054775955,Thursday,False,True,True,True,False,5,5057.613115654273
222,2017-08-11,ordinateur,Paris,4519.3204463340635,Friday,False,True,True,True,False,4,10517.69936665883
223,2017-08-12,ordinateur,Paris,9236.429026861275,Saturday,True,True,True,True,False,3,6403.309677887699
224,2017-08-13,ordinateur,Paris,6009.033306937718,Sunday,True,True,True,True,False,2,8461.647228079823
225,2017-08-14,ordinateur,Paris,9757.406607562569,Monday,False,True,True,True,False,1,9896.496480936321
226,2017-08-15,ordinateur,Paris,13418.369803862686,Tuesday,False,True,True,True,True,0,9726.331701136984
227,2017-08-16,ordinateur,Paris,10116.854937477105,Wednesday,False,True,True,True,False,77,8080.20373732435
228,2017-08-17,ordinateur,Paris,8204.268563105139,Thursday,False,True,True,True,False,76,8524.312054775955
229,2017-08-18,ordinateur,Paris,11354.724718726788,Friday,False,True,True,True,False,75,4519.3204463340635
230,2017-08-19,ordinateur,Paris,10972.87718799949,Saturday,True,True,True,True,False,74,9236.429026861275
231,2017-08-20,ordinateur,Paris,8965.256222495056,Sunday,True,True,True,True,False,73,6009.033306937718
232,2017-08-21,ordinateur,Paris,4326.280261340063,Monday,False,True,True,True,False,72,9757.406607562569
233,2017-08-22,ordinateur,Paris,10176.506487406445,Tuesday,False,True,True,True,False,71,13418.369803862686
234,2017-08-23,ordinateur,Paris,7370.342119955168,Wednesday,False,True,True,True,False,70,10116.854937477105
235,2017-08-24,ordinateur,Paris,8064.979590500938,Thursday,False,True,True,True,False,69,8204.268563105139
236,2017-08-25,ordinateur,Paris,9853.571147692815,Friday,False,True,True,True,False,68,11354.724718726788
237,2017-08-26,ordinateur,Paris,10446.516168359563,Saturday,True,True,True,True,False,67,10972.87718799949
238,2017-08-27,ordinateur,Paris,9197.879527868521,Sunday,True,True,True,True,False,66,8965.256222495056
239,2017-08-28,ordinateur,Paris,10242.199177972136,Monday,False,True,True,True,False,65,4326.280261340063
240,2017-08-29,ordinateur,Paris,9830.26307749588,Tuesday,False,True,True,True,False,64,10176.506487406445
241,2017-08-30,ordinateur,Paris,9540.214600756935,Wednesday,False,True,True,True,False,63,7370.342119955168
242,2017-08-31,ordinateur,Paris,12676.446245062478,Thursday,False,True,True,True,False,62,8064.979590500938
243,2017-09-01,ordinateur,Paris,10678.157357669445,Friday,False,True,True,True,False,61,
244,2017-09-02,ordinateur,Paris,12817.851267438535,Saturday,True,True,True,True,False,60,
245,2017-09-03,ordinateur,Paris,7122.966894710656,Sunday,True,True,True,True,False,59,
246,2017-09-04,ordinateur,Paris,6958.099115857153,Monday,False,False,False,False,False,58,
247,2017-09-05,ordinateur,Paris,11097.872027834519,Tuesday,False,False,False,False,False,57,
248,2017-09-06,ordinateur,Paris,6094.637012439651,Wednesday,False,False,False,False,False,56,
249,2017-09-07,ordinateur,Paris,10345.525786737082,Thursday,False,False,False,False,False,55,
250,2017-09-08,ordinateur,Paris,7293.730379659482,Friday,False,False,False,False,False,54,10678.157357669445
251,2017-09-09,ordinateur,Paris,9351.411848594782,Saturday,True,False,False,False,False,53,12817.851267438535
252,2017-09-10,ordinateur,Paris,8343.424808105156,Sunday,True,False,False,False,False,52,7122.966894710656
253,2017-09-11,ordinateur,Paris,7063.7655185234435,Monday,False,False,False,False,False,51,6958.099115857153
254,2017-09-12,ordinateur,Paris,7268.94002279808,Tuesday,False,False,False,False,False,50,11097.872027834519
255,2017-09-13,ordinateur,Paris,8125.916130597248,Wednesday,False,False,False,False,False,49,6094.637012439651
256,2017-09-14,ordinateur,Paris,8079.809269299649,Thursday,False,False,False,False,False,48,10345.525786737082
257,2017-09-15,ordinateur,Paris,9137.73047786436,Friday,False,False,False,False,False,47,7293.730379659482
258,2017-09-16,ordinateur,Paris,6399.076141383793,Saturday,True,False,False,False,False,46,9351.411848594782
259,2017-09-17,ordinateur,Paris,8719.670274228058,Sunday,True,False,False,False,False,45,8343.424808105156
260,2017-09-18,ordinateur,Paris,15123.249343797981,Monday,False,False,False,False,False,44,7063.7655185234435
261,2017-09-19,ordinateur,Paris,7699.0201035848595,Tuesday,False,False,False,False,False,43,7268.94002279808
262,2017-09-20,ordinateur,Paris,12537.717074902248,Wednesday,False,False,False,False,False,42,8125.916130597248
263,2017-09-21,ordinateur,Paris,5836.642416514191,Thursday,False,False,False,False,False,41,8079.809269299649
264,2017-09-22,ordinateur,Paris,10582.509724939524,Friday,False,False,False,False,False,40,9137.73047786436
265,2017-09-23,ordinateur,Paris,7933.660828850532,Saturday,True,False,False,False,False,39,6399.076141383793
266,2017-09-24,ordinateur,Paris,9031.672440965125,Sunday,True,False,False,False,False,38,8719.670274228058
267,2017-09-25,ordinateur,Paris,5541.831452936836,Monday,False,False,False,False,False,37,15123.249343797981
268,2017-09-26,ordinateur,Paris,6168.822756028092,Tuesday,False,False,False,False,False,36,7699.0201035848595
269,2017-09-27,ordinateur,Paris,7574.110938672993,Wednesday,False,False,False,False,False,35,12537.717074902248
270,2017-09-28,ordinateur,Paris,4218.455651478202,Thursday,False,False,False,False,False,34,5836.642416514191
271,2017-09-29,ordinateur,Paris,5725.207454004406,Friday,False,False,False,False,False,33,10582.509724939524
272,2017-09-30,ordinateur,Paris,9819.326896566556,Saturday,True,False,False,False,False,32,7933.660828850532
